PCS단말기                               1                                                 Y                               
셀룰러                                  9                                                 Y                               
라벨없음                                2                                                 Y                               
충전기                                  3                                                 Y                               
배터리                                  4                                                 Y                               
아날로그                                8                                                 Y                               
