현대해상                                H001      KT        모빈스                        Y                               
동부화재                                H002      KT        모빈스                        Y                               
삼성화재                                H003      KT        모빈스                        Y                               
KB손해                                  H004      LGU+      KB시스템                      Y                               
한화손해                                H005      SKT       SK M&S                        Y                               
흥국화재                                H006      SKT       SK M&S                        Y                               
메리츠화재                              H007      SKT       SK M&S                        Y                               
삼성화재S                               H008      SKT       SK M&S                        Y                               
