분실폰관리                              A                                                 Y                               
사은품관리                              B                                                 Y                               
우체국관리                              C                                                 Y                               
전달대상폰관리                          D                                                 Y                               
보험금관리                              E                                                 Y                               
실적통계관리                            T                                                 Y                               
시스템관리                              Z                                                 Y                               
