단양별방(취)                            310188    300001    300210                        Y                               
단양삼곡(취)                            301278    300001    300210                        Y                               
단양상진                                301390    300001    300210                        Y                               
단양의풍(취)                            305060    300001    300210                        Y                               
단월                                    103085    100002    100487                        Y                               
단장                                    611384    600001    610691                        Y                               
단촌                                    702050    700001    700278                        Y                               
단포                                    702647    700001    700260                        Y                               
달산                                    702258    700001    700385                        Y                               
달성                                    700229    700001    700229                        Y                               
달성고봉                                705434    700001    700229                        Y                               
달성공단                                703736    700001    700229                        Y                               
담양                                    500280    500001    500280                        Y                               
담양대전                                500116    500001    500280                        Y                               
당동                                    100412    100002    104729                        Y                               
당산2동                                 015172    100001    012591                        Y                               
당진                                    310185    300001    310185                        Y                               
당진거산리                              315747    300001    310185                        Y                               
당진읍내리                              315778    300001    310185                        Y                               
당진채운리                              315481    300001    310185                        Y                               
대가                                    611962    600001    610386                        Y                               
대강                                    300590    300001    300210                        Y                               
대견                                    612648    600001    610238                        Y                               
대곡                                    611350    600001    610774                        Y                               
대광                                    102434    100002    101642                        Y                               
대구                                    700039    700001    700039                        Y                               
대구가톨릭대학교                        703215    700001    700674                        Y                               
대구감삼                                702324    700001    704148                        Y                               
대구강창                                728874    700001    704148                        Y                               
대구강촌                                709007    700001    701060                        Y                               
대구고산                                701656    700001    703793                        Y                               
대구고산1동                             709001    700001    703793                        Y                               
대구고성                                702886    700001    703967                        Y                               
대구공산                                702217    700001    702977                        Y                               
대구남산4동                             703660    700001    700039                        Y                               
대구남산동                              701227    700001    700039                        Y                               
대구내당1동                             703926    700001    703397                        Y                               
대구내당4동                             706333    700001    703397                        Y                               
대구내당시영                            709002    700001    703397                        Y                               
대구노원동                              703033    700001    703967                        Y                               
대구달서                                704148    700001    704148                        Y                               
대구달성동                              703868    700001    700039                        Y                               
대구달성신협                            706341    700001    704205                        Y                               
대구대곡신협                            706325    700001    704148                        Y                               
대구대동                                705053    700001    703793                        Y                               
대구대림                                705054    700001    700039                        Y                               
대구대명                                703801    700001    700039                        Y                               
대구대명7                               703744    700001    700039                        Y                               
대구대명9                               705947    700001    700039                        Y                               
대구대백프라자                          706416    700001    700039                        Y                               
대구대봉동                              700625    700001    700039                        Y                               
대구대평리                              703752    700001    700039                        Y                               
대구대학                                703272    700001    700039                        Y                               
대구대현1동                             706358    700001    703967                        Y                               
대구도원동                              704213    700001    704148                        Y                               
대구동산의료원                          703462    700001    700039                        Y                               
대구동인                                705541    700001    700039                        Y                               
대구동천동                              704197    700001    703967                        Y                               
대구동촌                                700724    700001    702977                        Y                               
대구동호                                704478    700001    702977                        Y                               
대구두류1동                             703132    700001    704148                        Y                               
대구두류3동                             703892    700001    704148                        Y                               
대구만촌1동                             703983    700001    703793                        Y                               
대구만촌2동                             705129    700001    703793                        Y                               
대구명곡동                              704361    700001    704148                        Y                               
대구무태                                706127    700001    703967                        Y                               
대구방촌동                              704064    700001    702977                        Y                               
대구범물동                              704049    700001    703793                        Y                               
대구범어2동                             703645    700001    703793                        Y                               
대구범어3동                             703959    700001    703793                        Y                               
대구범어우방                            705533    700001    703793                        Y                               
대구법원                                703041    700001    703793                        Y                               
대구보전                                706424    700001    700039                        Y                               
대구복현동                              703496    700001    703967                        Y                               
대구본동신협                            704215    700001    700039                        Y                               
대구본리동                              703512    700001    704148                        Y                               
대구봉덕1동                             705939    700001    700039                        Y                               
대구봉덕3                               704007    700001    700039                        Y                               
대구봉덕동                              702951    700001    700039                        Y                               
대구봉덕신협                            705566    700001    700039                        Y                               
대구불로동                              703256    700001    702977                        Y                               
대구비산7동                             703652    700001    703397                        Y                               
대구비산동                              703579    700001    703397                        Y                               
대구산격시영아파                        709003    700001    703967                        Y                               
대구산업정보대학                        705574    700001    703793                        Y                               
대구삼남                                705921    700001    703793                        Y                               
대구삼덕동                              704031    700001    700039                        Y                               
대구삼보신협                            706283    700001    700039                        Y                               
대구삼성생명빌딩                        704239    700001    700039                        Y                               
대구삼익신협                            706309    700001    704205                        Y                               
대구상동                                703942    700001    703793                        Y                               
대구상인1동                             704072    700001    704148                        Y                               
대구상인3동                             709016    700001    704148                        Y                               
대구상인동                              703702    700001    704148                        Y                               
대구서문                                700096    700001    703397                        Y                               
대구서변                                704452    700001    703967                        Y                               
대구서재리                              704156    700001    700039                        Y                               
대구서호모란                            706200    700001    701060                        Y                               
대구성명                                705582    700001    700039                        Y                               
대구성서                                704205    700001    704148                        Y                               
대구성서3동                             705095    700001    704205                        Y                               
대구성서공단                            704155    700001    704148                        Y                               
대구송정                                709012    700001    701060                        Y                               
대구송현동                              705046    700001    704148                        Y                               
대구수성                                703793    700001    703793                        Y                               
대구수성1가                             702894    700001    703793                        Y                               
대구시청                                703413    700001    700039                        Y                               
대구신당동                              704122    700001    704148                        Y                               
대구신매동                              704130    700001    703793                        Y                               
대구신암2                               704551    700001    702977                        Y                               
대구신암동                              703231    700001    702977                        Y                               
대구신용산                              704304    700001    704148                        Y                               
대구신천1동                             703843    700001    702977                        Y                               
대구신천3동                             706432    700001    702977                        Y                               
대구신천4동                             703637    700001    702977                        Y                               
대구신천동                              703199    700001    702977                        Y                               
대구안심                                701060    700001    702977                        Y                               
대구안지랑                              703140    700001    700039                        Y                               
대구역전                                703603    700001    700039                        Y                               
대구영진전문대학                        704221    700001    703967                        Y                               
대구와룡                                706135    700001    704205                        Y                               
대구용산동                              704270    700001    704148                        Y                               
대구원대마을금고                        705897    700001    703967                        Y                               
대구월배                                701813    700001    704148                        Y                               
대구유성아파트                          709004    700001    703967                        Y                               
대구읍내동                              704056    700001    703967                        Y                               
대구이동                                708016    700001    700039                        Y                               
대구이천동                              702958    700001    700039                        Y                               
대구이현공단                            705962    700001    703397                        Y                               
대구장기                                754353    700001    704148                        Y                               
대구제3공단                             709017    700001    700039                        Y                               
대구종합유통단지                        704346    700001    703967                        Y                               
대구중동                                703710    700001    703793                        Y                               
대구중리동                              703769    700001    703397                        Y                               
대구지산동                              703975    700001    703793                        Y                               
대구지저                                706119    700001    701060                        Y                               
대구진천                                704015    700001    704148                        Y                               
대구칠곡                                700195    700001    703967                        Y                               
대구칠곡1동                             709006    700001    703967                        Y                               
대구칠성동                              703850    700001    703967                        Y                               
대구침산2동                             709005    700001    703967                        Y                               
대구태전                                704544    700001    703967                        Y                               
대구파동                                703561    700001    703793                        Y                               
대구팔공                                703258    700001    700039                        Y                               
대구평리1동                             709015    700001    703397                        Y                               
대구평리3동                             703751    700001    703397                        Y                               
대구평리5동                             703934    700001    703397                        Y                               
대구한도                                705954    700001    703793                        Y                               
대구황금                                703405    700001    703793                        Y                               
대구효목1동                             705087    700001    702977                        Y                               
대구효목동                              703314    700001    702977                        Y                               
대구효성신협                            705863    700001    702977                        Y                               
대덕                                    700831    700001    700377                        Y                               
대덕대학                                312702    300001    310177                        Y                               
대덕연구단지                            312256    300001    310177                        Y                               
대덕장동                                312208    300001    310177                        Y                               
대덕테크노밸리                          313080    300001    310177                        Y                               
대도통상                                AA1030    AA0001    AA1030                        Y                               
대동                                    611574    600001    610360                        Y                               
대륙여객                                AA1013    AA0001    AA1013                        Y                               
대륜                                    510305    800001    510065                        Y                               
대마                                    501999    500001    500264                        Y                               
대법원(취)                              014358    100001    014167                        Y                               
대병                                    611301    600001    610352                        Y                               
대보                                    700708    700001    700310                        Y                               
대산                                    400606    400001    400291                        Y                               
대산                                    611558    600001    613083                        Y                               
대서                                    501759    500001    500413                        Y                               
대성교통                                AA1046    AA0001    AA1046                        Y                               
대소                                    300947    300001    300079                        Y                               
대술                                    311829    300001    310516                        Y                               
대신                                    101808    100002    100503                        Y                               
대신택시                                AA1033    AA0001    AA1033                        Y                               
대야                                    400044    400001    400028                        Y                               
대양                                    611756    600001    610352                        Y                               
대우조선                                613224    600001    611210                        Y                               
대월                                    103093    100002    100636                        Y                               
대의                                    611822    600001    610295                        Y                               
대저                                    600619    600001    601609                        Y                               
대전                                    310037    300001    310037                        Y                               
대전가수원                              312447    300001    313049                        Y                               
대전가양동                              312322    300001    310037                        Y                               
대전가오동                              315069    300001    310037                        Y                               
대전가장아파트                          315309    300001    310177                        Y                               
대전갈마                                315531    300001    310177                        Y                               
대전갈마                                312819    300001    313049                        Y                               
대전강변                                315614    300001    310177                        Y                               
대전경남아파트                          315325    300001    310177                        Y                               
대전관저                                312967    300001    313049                        Y                               
대전관저2                               313015    300001    313049                        Y                               
대전괴정                                312215    300001    313049                        Y                               
대전노은2                               313106    300001    310177                        Y                               
대전대덕                                312884    300001    312884                        Y                               
대전대룡                                315804    300001    310037                        Y                               
대전대자양                              315820    300001    310037                        Y                               
대전대청                                315358    300001    312884                        Y                               
대전대학교                              312389    300001    310037                        Y                               
대전대화동                              312249    300001    312884                        Y                               
대전대흥2동                             312421    300001    310813                        Y                               
대전대흥3                               319009    300001    310813                        Y                               
대전대흥동                              311548    300001    310813                        Y                               
대전덕암동                              312439    300001    312884                        Y                               
대전도마                                312272    300001    313049                        Y                               
대전동신아파드                          315317    300001    310037                        Y                               
대전둔산                                313049    300001    313049                        Y                               
대전둔산2                               312892    300001    313049                        Y                               
대전만년동                              312868    300001    313049                        Y                               
대전명학소                              315887    300001    310177                        Y                               
대전목동                                312306    300001    310813                        Y                               
대전목상                                315549    300001    312884                        Y                               
대전문창2동                             319002    300001    310813                        Y                               
대전문화2동                             312850    300001    310813                        Y                               
대전문화동                              312371    300001    310813                        Y                               
대전배재대학교                          312488    300001    310177                        Y                               
대전법동                                312785    300001    312884                        Y                               
대전법원                                312348    300001    313049                        Y                               
대전변동                                312496    300001    313049                        Y                               
대전변정                                319008    300001    310177                        Y                               
대전봉명동                              312728    300001    310177                        Y                               
대전봉촌                                315796    300001    312884                        Y                               
대전부사동                              312066    300001    310813                        Y                               
대전비룡동                              310996    300001    310037                        Y                               
대전산내                                315812    300001    310037                        Y                               
대전산성동                              312991    300001    310813                        Y                               
대전산성동(취)                          312554    300001    310037                        Y                               
대전삼성동                              311639    300001    310037                        Y                               
대전삼천가람APT                         315705    300001    310177                        Y                               
대전삼천동                              312710    300001    310177                        Y                               
대전새뜸                                319010    300001    312884                        Y                               
대전서부종합상가                        315788    300001    310813                        Y                               
대전선화동                              310649    300001    310813                        Y                               
대전성모병원                            315341    300001    310813                        Y                               
대전성심병원                            315606    300001    310177                        Y                               
대전소제동                              312140    300001    310037                        Y                               
대전송촌동                              312983    300001    312884                        Y                               
대전시청                                312553    300001    313049                        Y                               
대전신성                                315895    300001    310177                        Y                               
대전액스포                              312777    300001    310177                        Y                               
대전어은동                              312769    300001    310177                        Y                               
대전영광                                315853    300001    312884                        Y                               
대전영진                                315861    300001    312884                        Y                               
대전오류동                              312637    300001    310813                        Y                               
대전오정동                              312538    300001    312884                        Y                               
대전옥계아파트                          315291    300001    310813                        Y                               
대전용두2동                             315838    300001    310813                        Y                               
대전용문동                              312199    300001    313049                        Y                               
대전용운아파트                          315288    300001    310037                        Y                               
대전용전동                              312645    300001    310037                        Y                               
대전원용전                              315010    300001    310037                        Y                               
대전월평1                               312793    300001    313049                        Y                               
대전월평2                               312801    300001    313049                        Y                               
대전월평하나로                          315754    300001    310177                        Y                               
대전유성                                310177    300001    310177                        Y                               
대전전민동                              312751    300001    310177                        Y                               
대전정림                                312900    300001    313049                        Y                               
대전중리동                              315085    300001    312884                        Y                               
대전중리아파트                          315515    300001    312884                        Y                               
대전중촌아파트                          315333    300001    310813                        Y                               
대전지족동                              313023    300001    310177                        Y                               
대전진성(취)                            315011    300001    310037                        Y                               
대전천근                                315739    300001    310813                        Y                               
대전태평동                              312678    300001    310813                        Y                               
대전판암동                              312736    300001    310037                        Y                               
대전하평                                315028    300001    310813                        Y                               
대전향촌                                312820    300001    310037                        Y                               
대전호동                                312561    300001    310813                        Y                               
대전홍도동                              319001    300001    310037                        Y                               
대전회덕                                311423    300001    312884                        Y                               
대전효천                                315879    300001    310037                        Y                               
대지                                    612705    600001    610238                        Y                               
대진                                    201186    200001    200923                        Y                               
대진흥업                                AA1025    AA0001    AA1025                        Y                               
대창                                    702720    700001    700260                        Y                               
대천어항                                315226    300001    310441                        Y                               
대천해수욕장                            311936    300001    310441                        Y                               
대청                                    102947    100002    101816                        Y                               
대치3동                                 019019    100001    013086                        Y                               
대평                                    612754    600001    610774                        Y                               
대하운수                                AA1039    AA0001    AA1039                        Y                               
대한상운                                AA1001    AA0001    AA1001                        Y                               
대한생명                                013359    100001    012591                        Y                               
대합                                    611129    600001    610238                        Y                               
대향                                    506154    500001    500033                        Y                               
대호지                                  311951    300001    310185                        Y                               
대화                                    200089    200001    200279                        Y                               
대화국계촌                              201970    200001    200279                        Y                               
대흥                                    310193    300001    310516                        Y                               
덕계                                    106179    100002    100834                        Y                               
덕곡                                    701425    700001    700559                        Y                               
덕과                                    401802    400001    400051                        Y                               
덕산                                    300459    300001    300137                        Y                               
덕성택시                                AA1061    AA0001    AA1061                        Y                               
덕소                                    101980    100002    107458                        Y                               
덕적                                    101832    100002    100073                        Y                               
덕정                                    101295    100002    100834                        Y                               
덕천                                    701854    700001    700377                        Y                               
덕치                                    401513    400001    400176                        Y                               
덕포                                    201798    200001    200170                        Y                               
도계                                    200733    200001    200253                        Y                               
도고                                    310433    300001    310078                        Y                               
도고온천                                312595    300001    310078                        Y                               
도곡                                    501965    500001    500546                        Y                               
도곡상운                                AA1022    AA0001    AA1022                        Y                               
도구                                    700484    700001    700310                        Y                               
도덕                                    502252    500001    500413                        Y                               
도산                                    611848    600001    610089                        Y                               
도안                                    300640    300001    300129                        Y                               
도암                                    501015    500001    500165                        Y                               
도양                                    500439    500001    500413                        Y                               
도전                                    300616    300001    300186                        Y                               
도척                                    102475    100002    100495                        Y                               
도천                                    612655    600001    610238                        Y                               
도초                                    501452    500001    500033                        Y                               
도촌                                    702464    700001    700302                        Y                               
도포                                    501742    500001    500355                        Y                               
도화                                    501379    500001    500413                        Y                               
도화아파트                              105114    100002    103556                        Y                               
독립기념관                              312454    300001    310508                        Y                               
독천                                    500108    500001    500355                        Y                               
돈암동                                  011619    100001    013474                        Y                               
돌산                                    500181    500001    500314                        Y                               
동강                                    501403    500001    500413                        Y                               
동계                                    400788    400001    400259                        Y                               
동고택시                                AA1007    AA0001    AA1007                        Y                               
동대구                                  702977    700001    702977                        Y                               
동대문                                  011809    100001    011809                        Y                               
동덕여대                                013904    100001    013474                        Y                               
동두천                                  100834    100002    100834                        Y                               
동두천중앙                              104182    100002    100834                        Y                               
동두천지행                              107375    100002    100834                        Y                               
동래                                    600023    600001    600023                        Y                               
동래럭키아파트(취)                      605253    600001    600023                        Y                               
동래온천                                600106    600001    600023                        Y                               
동량                                    300830    300001    300020                        Y                               
동로                                    701011    700001    700641                        Y                               
동명                                    701516    700001    700013                        Y                               
동명대학                                601047    600001    600833                        Y                               
동명아파트                              106039    100002    103937                        Y                               
동복                                    500173    500001    500546                        Y                               
동부                                    205112    200001    200014                        Y                               
동부산                                  600312    600001    600312                        Y                               
동부산전문대학                          605741    600001    600130                        Y                               
동상                                    401745    400001    400465                        Y                               
동서울우편집중국                        014407    100001    014407                        Y                               
동소문동                                014001    100001    013474                        Y                               
동송                                    200980    200001    200881                        Y                               
동수원                                  104604    100002    104604                        Y                               
동신대                                  503714    500001    500298                        Y                               
동암                                    104125    100002    100115                        Y                               
동울산                                  613034    600001    613034                        Y                               
동이                                    301119    300001    300111                        Y                               
동인천                                  100685    100002    100073                        Y                               
동작약수                                016196    100001    013912                        Y                               
동작우성                                016188    100001    013912                        Y                               
