10대                                    10                                                Y                               
20대                                    20                                                Y                               
30대                                    30                                                Y                               
40대                                    40                                                Y                               
50대                                    50                                                Y                               
60대                                    60                                                Y                               
70대                                    70                                                Y                               
80대                                    80                                                Y                               
90대이상                                90                                                Y                               
