강원                                    2                                                 Y                               
대전,충남,충북                          3                                                 Y                               
인천,경기                               4                                                 Y                               
광주,전남,전북                          5                                                 Y                               
부산,울산,경남,제주                     6                                                 Y                               
대구,경북                               7                                                 Y                               
